example_id,task_type,answer_type,prompt,answer
mmlu_social_science_00048_sociology,social_science,choice,"Marriage appears to be in decline because:
A. the proportion of people living alone has fallen to 29%
B. many people are cohabiting in long term relationships
C. the upward curve of remarriages compensates for the drop in first marriages
D. all of the above",B
mmlu_social_science_00147_us_foreign_policy,social_science,choice,"What led Britain to impose new taxes on their American colonies?
A. To increase the wealth of King George III
B. The growing costs of war with France
C. Anger at America's growing prosperity
D. Pressure from rich merchants",B
mmlu_social_science_00074_high_school_government_and_politics,social_science,choice,"Which of the following is an accurate statement about the leadership of the two major political parties?
A. The national party organization controls all facets of party activity throughout the country.
B. Party leadership is dispersed among numerous officials at the national, state, and local levels.
C. The highest elected official in each national party directs that party's activities and operations all the way down to the state and local levels.
D. All major decisions concerning party activities are made during each party's presidential nomination conventions.",B
mmlu_social_science_00108_sociology,social_science,choice,"Which of the following did Domhoff not identify as a process of decision-making in the USA?
A. the ideology process
B. the exploitation process
C. the policy-formation process
D. the candidate-selection process",B
strategyqa_d313600f79f3713c9809,commonsense,yesno,Does Snoopy look like Chance from Homeward Bound? Answer yes or no.,no
gsm8k_00096,math,number,"Tobias went to a swimming pool for 3 hours. Swimming every 100 meters took him 5 minutes, but every 25 minutes he had to take a 5-minute pause. How many meters did Tobias swim during his visit to the swimming pool?",3000
mmlu_social_science_00016_us_foreign_policy,social_science,choice,"The departments of the executive branch that assist the president in designing and carrying out U.S. foreign policy are known as
A. the United Nations.
B. the National Security Council.
C. the State Department.
D. the National Security Agency.",C
strategyqa_e4115d4b10cb3447c7a2,commonsense,yesno,Can you buy furniture and meatballs in the same store? Answer yes or no.,yes
sciq_00094,science,choice,"The motion of molecules in a gas is random in magnitude and direction for individual molecules, but a gas of many molecules has a predictable distribution of what, which is called the maxwell-boltzmann distribution?
A. molecular size
B. molecular shape
C. molecular speeds
D. molecular rate",C
strategyqa_86b893746c5eeece6760,commonsense,yesno,Would Michael Phelps be good at pearl hunting? Answer yes or no.,yes
mmlu_social_science_00065_high_school_government_and_politics,social_science,choice,"Which of the following people would most likely be accused of influence peddling?
A. A congressperson who retires to take a position teaching political science at a university
B. A former president who advises a current president on a particular foreign policy issue
C. A voter who researches the positions of all candidates in a race before choosing whom to support
D. An official who leaves the State Department to work as a paid consultant to foreign governments",D
sciq_00011,science,choice,"What molecule is made of two hydrogen atoms and one oxygen atom?
A. carbohydrate
B. water
C. lipids
D. Oxygen",B
strategyqa_c928aaf3842cb87e3642,commonsense,yesno,Would alligator best saltwater crocodile in hypothetical Lake Urmia battle? Answer yes or no.,no
sciq_00110,science,choice,"The cytoplasm divides during what process?
A. genesys
B. osmosis
C. cytokinesis
D. metamorphosis",C
strategyqa_05fe6e26626c69b65ac1,commonsense,yesno,Do mollymawks live where albatrosses cannot? Answer yes or no.,no
mmlu_humanities_00129_philosophy,humanities,choice,"Hare claims that a person who refuses to make any positive moral judgments:
A. is irrational.
B. is immoral.
C. cannot coherently invoke morality to protect one’s own interests.
D. couldn’t possibly exist.",C
strategyqa_4b2e265815601bfa4152,commonsense,yesno,Is it difficult to conduct astrophotography in the summer in Sweden? Answer yes or no.,yes
mmlu_humanities_00066_philosophy,humanities,choice,"According to Bentham, considerations of pain and pleasure determine:
A. what we ought to do.
B. what we will do.
C. both a and b.
D. neither a nor b.",C
sciq_00111,science,choice,"What is the body system that digests food mechanically and chemically and absorbs nutrients?
A. metabolism system
B. digestive system
C. internal system
D. ingestion system",B
strategyqa_9cd06c9dc94ad737d0a6,commonsense,yesno,Would a Beaver's teeth rival that of a Smilodon? Answer yes or no.,no
mmlu_social_science_00008_high_school_government_and_politics,social_science,choice,"The Reorganization Plan 1 of 1939 and Executive Order 8248 allow the president to select the staff for the
A. Peace Corps
B. White House Office
C. Senate Committee on Appropriations
D. Cabinet",B
sciq_00118,science,choice,"Winter storms develop from what, which form at high altitudes and are associated with hurricanes as well?
A. droughts
B. cyclones
C. currents
D. fronts",B
sciq_00010,science,choice,"What does the cell cycle do?
A. only reproduce cells
B. divide and reproduce cells
C. create new cells
D. only divide cells",B
strategyqa_ad97256b5f0ab80b948a,commonsense,yesno,Are parodies of the President of the United States illegal? Answer yes or no.,no
mmlu_social_science_00046_sociology,social_science,choice,"The term 'assets' refers to:
A. the culturally valued commodities and standards of living that make the poor feel relatively deprived
B. the flow of money a person receives from their salary or wage
C. a stock of economic resources, including land, shares and bank deposits
D. the 'slices' of the population who own differing amounts of wealth",C
mmlu_social_science_00026_sociology,social_science,choice,"The term 'over-urbanization' means that:
A. life in modern Western cities is so far removed from that of the Third World that we find it difficult to understand these societies
B. in poorer countries, the rapidly developing cities drain resources from the rural areas
C. the extent to which urbanization affects development has been exaggerated
D. governments are so preoccupied with urbanization in the West that they forget to attend to problems in the Third World",B
sciq_00136,science,choice,"What adds phosphate groups to receptor proteins at the surface of the cell?
A. receptor kinases
B. nitrogen kinases
C. brain kinases
D. protein kinases",A
mmlu_humanities_00000_high_school_world_history,humanities,choice,"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat her––because of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploiters––to beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weak––therefore you are wrong; hence you can be beaten and enslaved. You are mighty––therefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
The speech as a whole is best understood in the context of which of the following historical developments?
A. Stalin's drive to motivate Soviet industry for the Winter War with Finland
B. Stalin's push to make the Soviet Union a nuclear nation
C. Stalin's implementation of five-year plans for the Soviet economy
D. Stalin's purges of dissidents and other political prisoners",C
strategyqa_3de88c80f0914eb08caf,commonsense,yesno,Does the texture of leaves remain the same independent of their coloring changing? Answer yes or no.,no
mmlu_humanities_00102_philosophy,humanities,choice,"Butler claims that in the strictest and most proper sense, tofollow nature is to:
A. act as one pleases.
B. act on any of one’s passions.
C. act on one’s strongest passion.
D. act on one’s conscience.",D
gsm8k_00119,math,number,"Mitzi brought $75 to the amusement park. She spent $30 on a ticket, $13 on food, and $23 on a T-shirt. How much money does she have left?",9
strategyqa_b07fd13daa6e17e6273c,commonsense,yesno,Is a pottery kiln inappropriate for use with glass blowing? Answer yes or no.,no
mmlu_social_science_00039_high_school_government_and_politics,social_science,choice,"Interest groups representing businesspeople and investors are often among the most successful lobbying groups in Washington, D.C., for all of the following reasons EXCEPT
A. Such groups have the financial resources to mount sustained campaigns on their own behalf.
B. Many such groups have been in existence for several decades or more, allowing them to master the legislative system and to develop close ties with legislators.
C. In many districts, these groups' constituents make up the majority of voters.
D. These groups' constituents contribute heavily to many legislators' campaigns, and in doing so, gain greater access to legislators.",C
sciq_00042,science,choice,"Glucose and fructose are considered this type of sugar?
A. polysaccharides
B. monosaccharides, or simple
C. complex carbohydrates
D. alcohols",B
sciq_00031,science,choice,"The diagnosis of a disease or condition before the baby is born is called?
A. specialized diagnosis
B. specific diaganosis
C. immature diagnosis
D. prenatal diagnosis",D
gsm8k_00085,math,number,"Everett built a rectangular concrete patio that was four times as long as it was wide.  If the perimeter of the patio was 100 feet, what was the length of the patio, in feet?",40
mmlu_social_science_00095_high_school_government_and_politics,social_science,choice,"The exclusionary rule was established to
A. create ""separate but equal"" facilities to facilitate racial segregation
B. allow private organizations to restrict their memberships
C. limit the government's ability to use illegally obtained evidence
D. deny control of interstate commerce to the states",C
sciq_00028,science,choice,"Titration is a method to determine what in acids or bases?
A. maturation
B. alkalinity
C. glucose
D. concentration",D
gsm8k_00010,math,number,The students at Evelyn's school are keeping journals. They have 3 journal-writing sessions per week. Each student writes 4 pages in each session. How many journal pages will each student write in 6 weeks?,72
gsm8k_00148,math,number,Erik's dog can run 24 miles per hour. It is chasing a rabbit that can run 15 miles per hour. The rabbit has a head start of .6 miles. How many minutes does it take for the dog to catch up to the rabbit?,4
mmlu_humanities_00125_world_religions,humanities,choice,"The ""Flower Sermon"" is associated with which form of Buddhism?
A. Theravada
B. Chan-Zen
C. Pure Land
D. Yogicara",B
strategyqa_f251e2b2a577f7dccc0e,commonsense,yesno,Would the Cookie Monster decline an offer of free Keebler products? Answer yes or no.,no
gsm8k_00005,math,number,"Colby harvested his mango trees, the total mangoes he harvested is 60 kilograms. He sold 20 kilograms to the market and sold the remaining half to his community. If each kilogram contains 8 mangoes, how many mangoes does he still have?",160
gsm8k_00073,math,number,"Forty percent of the students have elected to learn from home during the pandemic. The remaining students are divided into two equal groups, only one of which is physically in school on any day. What percent of students are present in school?",30
gsm8k_00108,math,number,Tabitha has 25 dollars. She gives her mom 8 dollars and invests half what is left in a money market. She spends some money on 5 items that costs 50 cents each. How much money does Tabitha have left?,6
sciq_00049,science,choice,"What type of tissue transports water and minerals in a vascular plant?
A. capillaries
B. chlorophyll
C. collagen
D. xylem",D
strategyqa_bcf47774877e8bdd07a4,commonsense,yesno,Did the population of the Warsaw Ghetto record secret police on cell phones? Answer yes or no.,no
strategyqa_519de84458db613f0364,commonsense,yesno,Is dopamine snorted nasally by drug users? Answer yes or no.,no
mmlu_humanities_00151_philosophy,humanities,choice,"According to Moore, we are thinking about good whenever we think about:
A. pleasure.
B. things that we desire.
C. intrinsic value.
D. none of the above.",C
mmlu_social_science_00041_us_foreign_policy,social_science,choice,"What case did President Eisenhower make against the 'military-industrial complex' in his farewell speech?
A. That the capitalist search for profits was the leading cause of armed conflict
B. That the United States no longer needed to be militarily strong
C. That military spending gave the arms industry unwarranted influence on politics and government
D. That private companies would undermine the role of the Armed Forces",C
mmlu_social_science_00000_high_school_government_and_politics,social_science,choice,"According to Brown v. Board of Education (1954), which of the following amendments was violated by the ""separate but equal"" doctrine that had been established in Plessy v. Ferguson (1896)?
A. First Amendment
B. Sixth Amendment
C. Ninth Amendment
D. Fourteenth Amendment",D
mmlu_humanities_00100_high_school_world_history,humanities,choice,"This question refers to the following information.
In fact, the peculiar aggravation of the Cawnpore massacres was this, that the deed was done by a subject race — by black men who dared to shed the blood of their masters, and that of poor helpless ladies and children. Here we had not only a servile war, but we had a war of religion, a war of race, and a war of revenge, of hope, of national promptings to shake off the yoke of a stranger, and to re-establish the full power of native chiefs, and the full sway of native religions. Whatever the causes of the mutiny and the revolt, it is clear enough that one of the modes by which the leaders, as if by common instinct, determined to effect their end was, the destruction of every white man, woman or child who fell into their hands.
British journalist William Howard Russell, My Indian Mutlny Diary, 1860
Violence, it must be emphasized, was an essential component of the British presence in India. A dominant power is always uneasy with violence directed against it. The right to violence is, therefore, everywhere a privilege that authority enjoys and refuses to share with those under it: power always insists on violence as its exclusive monopoly. British rule in India, as an autocracy, had meticulously constructed a monopoly of violence. The revolt of 1857 shattered that monopoly by matching an official, alien violence by an indigenous violence of the colonized. The bodies of the British had acquired certain dignities in India that were predestined by birth and by the colour of their skin. This was the condition of their domination, of their superiority: rulers and ruled were arranged hierarchically as superior and inferior races, as civilized and uncivilized. And this superiority manifested itself by denying to the Indians a ""humanness""; by treating them and conceiving of them as animals.
Rudrangshu Mukherjee, ""The Kanpur [Cawnpore] Massacres in India in the Revolt of 1857,"" 1990
In the short term, the events discussed in both passages led to which of the following outcomes?
A. The expulsion of the British East India Company and partial home rule for India
B. British victory over Indian rebels and the strengthening of the British East India Company
C. Indian military success and the attainment of full independence from British authority
D. The defeat of Indian rebels and the imposition of direct rule by the British government",D
mmlu_humanities_00146_philosophy,humanities,choice,"Anscombe claims that on Sidgwick’s view, the badness of an action must be estimated in light of:
A. its actual consequences.
B. its expected consequences.
C. whether it violates any duties.
D. whether it violates divine law.",B
mmlu_humanities_00090_high_school_world_history,humanities,choice,"This question refers to the following information.
But the decline of Rome was the natural and inevitable effect of immoderate greatness. Prosperity ripened the principle of decay; the causes of destruction multiplied with the extent of conquest; and, as soon as time or accident had removed the artificial supports, the stupendous fabric yielded to the pressure of its own weight. . . . The victorious legions, who, in distant wars, acquired the vices of strangers and mercenaries, first oppressed the freedom of the republic, and afterwards violated the majesty of the purple. The emperors, anxious for their personal safety and the public peace, were reduced to the base expedient of corrupting the discipline which rendered them alike formidable to their sovereign and to the enemy; the vigour of the military . . . was relaxed . . . ; and the Roman world was overwhelmed by a deluge of Barbarians.
—Adapted from Decline and Fall of the Roman Empire, by Edward Gibbon
The decline of the Roman Empire and that of its Chinese counterpart resulted in which of the following?
A. A decline in the appeal of religions of salvation
B. A shift from trade along the Silk Roads to sea routes in the Indian Ocean
C. An increased importance of the role of the father as the head of the household
D. A decline in the rights of women",B
strategyqa_18d50392cc241326112b,commonsense,yesno,Does Ronda Rousey avoid BBQ restaraunts? Answer yes or no.,yes
sciq_00022,science,choice,"In angiosperms, flowers and fruits are adaptations essential for what process?
A. death
B. photosynthesis
C. variation
D. reproduction",D
sciq_00124,science,choice,"What are the two classifications of natural resources?
A. renewable and nonrenewable
B. renewable and reusable
C. recyclable and reversible
D. productive and nonrenewable",A
mmlu_social_science_00103_sociology,social_science,choice,"Sociologists like Bordo (1993) have attributed the 'epidemic' of anorexia in Western cultures to:
A. a generally ascetic, frugal lifestyle that can be taken to extremes
B. traditional images of women as emotional, domesticated, and unassertive
C. the social construction of mental illness, through which 'normal' patterns of behaviour are pathologized
D. the new ideal of independent, self-assured femininity, combined with cultural values of achievement and control",D
strategyqa_c89862fb8a7e09c34f47,commonsense,yesno,Are Scottish people Albidosi? Answer yes or no.,yes
strategyqa_6693c842968f27dd04ce,commonsense,yesno,"While viewing ""Scary Movie"" is the viewer likely to experience an increase in adrenaline? Answer yes or no.",no
mmlu_humanities_00078_world_religions,humanities,choice," Which of the following does NOT describe the Ka'ba?
A. It was visited by Moses.
B. It is a haram.
C. It was built by Abraham.
D. It is a square building.",A
strategyqa_ca09aea1e9589ef40c61,commonsense,yesno,Would the Titanic be well preserved at the bottom of the Gulf of Finland? Answer yes or no.,yes
mmlu_humanities_00121_philosophy,humanities,choice,"Aquinas holds that the last end of man is:
A. pleasure.
B. happiness or beatitude.
C. the satisfaction of desire.
D. freedom from anxiety.",B
mmlu_social_science_00062_sociology,social_science,choice,"Weber said that the 'spirit of capitalism' could be traced back to:
A. the movement towards religious pluralism
B. inspirational Protestant groups who revived religious ideas
C. new religious movements who rejected traditional forms of labour
D. Calvinists who engaged in ascetic practices to gain signs of salvation",D
mmlu_humanities_00006_philosophy,humanities,choice,"Hume argues that the criteria for judging aesthetic value are _____.
A. entirely subjective
B. unchangeable
C. entirely objective
D. unknown",A
strategyqa_73520a07f183b7111236,commonsense,yesno,Were karaoke and the turtle power tiller patented in the same country? Answer yes or no.,yes
mmlu_social_science_00029_us_foreign_policy,social_science,choice,"In general, how do conservatives and liberals differ when it comes to defense spending?
A. Conservatives are skeptical of increases in defense spending; liberals advocate increases in defense spending.
B. Conservatives favor social spending over defense spending; liberals favor defense spending over social spending.
C. Conservatives advocate increases in defense spending; liberals are generally skeptical of increases in defense spending.
D. Conservatives emphasize strong economies; liberals emphasize strong military readiness.",C
strategyqa_e304827eeb573bb2612e,commonsense,yesno,Can you make an MP3 from the Golden Gate Bridge? Answer yes or no.,yes
mmlu_social_science_00088_sociology,social_science,choice,"Walt Disney, Sony and Time Warner are examples of:
A. transnational corporations
B. multi-media empires
C. ownership concentrated within one medium
D. government-owned companies",A
strategyqa_378926a5a2874aa941a9,commonsense,yesno,Would J.K Rowling's top sellers be on a fantasy shelf? Answer yes or no.,yes
mmlu_humanities_00138_high_school_world_history,humanities,choice,"This question refers to the following information.
No task is more urgent than that of preserving peace. Without peace our independence means little. The rehabilitation and upbuilding of our countries will have little meaning. Our revolutions will not be allowed to run their course. What can we do? We can do much! We can inject the voice of reason into world affairs. We can mobilize all the spiritual, all the moral, all the political strength of Asia and Africa on the side of peace. Yes, we! We, the peoples of Asia and Africa, 1.4 billion strong.
Indonesian leader Sukarno, keynote address to the Bandung Conference, 1955
Like numerous other leaders in Africa, Asia, and the Middle East, Sukarno attempted, but did not completely succeed, in maintaining a neutral stance during
A. the Arab-Israeli conflict.
B. the Korean War.
C. the Cold War.
D. the Vietnam conflicts.",C
mmlu_humanities_00135_high_school_world_history,humanities,choice,"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of Colombia….
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Which of the following inferences about religion in the period 1750–1900 C.E. is supported by Source 2?
A. Religious uniformity was expected of the citizens of most states in the period.
B. Religious toleration gained acceptance with the laws of most states in the period.
C. Religious authority was the basis of the divine right of monarchs to rule their states in the period.
D. Religious influence on the populations of states declined due to scientific advancements.",B
sciq_00091,science,choice,"What are the two unique features of mollusks?
A. mantle and radula
B. pseudopod and mantle
C. radula and antennae
D. antennae and pseudopod",A
sciq_00038,science,choice,"What is used during filtration to push fluids and solutes, from higher pressure areas to lower pressure areas?
A. constructs pressure gradient
B. hydrostatic pressure gradient
C. magnesium pressure gradient
D. limited pressure gradient",B
mmlu_social_science_00123_high_school_government_and_politics,social_science,choice,"An inherent power of the president is the power to
A. appoint a nominee for the U.S. Supreme Court
B. negotiate a treaty with another country
C. declare a state of emergency following a natural disaster
D. veto a bill passed by the U.S. Congress",C
mmlu_social_science_00054_sociology,social_science,choice,"Pilcher (1999) identified soap operas as a 'feminine genre' of media because:
A. most of the characters in soap operas are women
B. they represent images of women as both domesticated and independent
C. they alienate women and appeal to an audience of men
D. female television producers are most likely to work in this area",B
mmlu_humanities_00116_world_religions,humanities,choice,"When was the State of Israel established?
A. 1947
B. 1948
C. 1945
D. 1949",B
gsm8k_00116,math,number,"Three train stations are 2 hours apart from one another. Kira travels from the first station to the third, taking a 30 minutes break at the second station. What's the total time, in minutes, that Kira takes to travel between the first and third station?",270
sciq_00114,science,choice,"The decay rate is measured in a unit called the what?
A. half-life
B. radioactive decay
C. decay rate
D. exponential decay",A
mmlu_humanities_00152_philosophy,humanities,choice,"Anscombe criticizes as absurd Kant’s idea of:
A. the thing in itself.
B. the categorical imperative.
C. the phenomenal self.
D. legislating for oneself.",D
strategyqa_b9f5942431b6ae3ef7bd,commonsense,yesno,Did compact discs make computer gaming more popular? Answer yes or no.,yes
strategyqa_3502d54b8241e79903a9,commonsense,yesno,Were the first missionaries required to attend mass on Sundays? Answer yes or no.,yes
mmlu_humanities_00039_world_religions,humanities,choice," Self-sacrifice is an important theme for which Buddhist thinker?
A. Thich Nhat Hanh
B. The Dalai Lama
C. Daisetsu T. Suzuki
D. Shaku Soyen",A
gsm8k_00076,math,number,"Tommy's mother lets him ride his bike 2 blocks north of his block, 3 blocks east, 2 blocks west, and 2 blocks south. His friend's father lets his friend ride his bike 80 square blocks. How many times greater is the area his friend can ride in compared to Tommy?",4
gsm8k_00040,math,number,"While planning to finish reading a 140-page book in one week, Jessy initially decides to read 3 times daily, 6 pages each time, every day of the week. How many more pages should she read per day to actually achieve her goal?",2
strategyqa_6fe2a7efe785ac391298,commonsense,yesno,Is Norman Oklahoma named after a viking? Answer yes or no.,no
mmlu_humanities_00112_philosophy,humanities,choice,"In Aquinas’s view, acts of prudence are solely about matters of:
A. pleasure.
B. desire.
C. moral virtue.
D. piety.",C
mmlu_humanities_00150_world_religions,humanities,choice," Which is the main form of Buddhism in Sri Lanka?
A. Theravada
B. Mahayana
C. Pure Land
D. Zen",A
sciq_00030,science,choice,"What controls the opening to the airway and gut?
A. teeth
B. tongue
C. electrons
D. mandible",D
mmlu_humanities_00119_world_religions,humanities,choice," During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?
A. Obon
B. Mikoshi
C. Omizutori
D. Tanabata",A
mmlu_social_science_00022_us_foreign_policy,social_science,choice,"What did Charles Krauthammer mean by a 'unipolar moment' when describing the post-Cold War system?
A. The chance for the United States to share power with other countries in the world
B. An opportunity to use to collapse of the Soviet Union to extend US power
C. An international system that didn't face any threats
D. The never-ending domination of the United States",B
mmlu_humanities_00142_high_school_world_history,humanities,choice,"This question refers to the following information.
Yi Yin sacrificed to the former king, and presented the heir-king reverently before the shrine of his grandfather. . . . Yi Yin then clearly described the virtue of the Meritorious Ancestor for the instruction of the young king.
""Oh! of old the former kings of Xia cultivated earnestly their virtue, and then there were no calamities from Heaven. The spirits of the hills and rivers were all in tranquility; and the birds and beasts enjoyed their existence according to their nature. But their descendant did not follow their example, and Heaven sent down calamities, using our ruler, who possessed of its favor. The attack on Xia may be traced to the orgies in Ming Tiao. . . . Our king of Shang brilliantly displayed his sagely prowess; for oppression he substituted his generous gentleness. Now your Majesty is entering on the inheritance of his virtue; all depends on how you commence your reign.
""Oh! the former king began with careful attention to the bonds that hold men together. . . . Revere these warnings in your person. . . . The ways of Heaven are not invariable: on the good-doer it sends down all blessings, and on the evil-doer it sends down all miseries. If you not be virtuous, be it in large things or in small, it will bring the ruin of your ancestral temple.""
—Excerpted and adapted from the Shu Jing, 6th century BCE, China
Based on the passage, which of the following statements correctly describes politics in China during the period 600 BCE to 600 CE?
A. Reverence for nature leads to tranquility and peaceful transitions of power.
B. A ruler's public actions were considered an extension of his private behavior.
C. Intelligence in a Chinese emperor was valued more highly than ethical behavior.
D. The emperor's ministers were expected to support all of his policies unconditionally.",B
mmlu_humanities_00085_high_school_world_history,humanities,choice,"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
—Dennis Brutus, 1973
The discriminatory system referred to in the poem was known as
A. Jim Crow.
B. spheres of influence.
C. Boer division.
D. apartheid.",D
strategyqa_a61bbe3edc4de5272c0c,commonsense,yesno,Is honey associated with queens? Answer yes or no.,yes
strategyqa_bda79ddfa59d6d51e081,commonsense,yesno,Did Jesus know anyone who spoke Estonian? Answer yes or no.,no
mmlu_humanities_00154_philosophy,humanities,choice,"Mill claims that the distinction between justice and other moral obligations corresponds perfectly to the distinction between:
A. perfect and imperfect obligations.
B. positive and negative duties.
C. strong and weak duties.
D. absolute and relative obligations.",A
gsm8k_00009,math,number,"Bob grew corn in his garden and is ready to harvest it. He has 5 rows of corn, and each row has 80 corn stalks. About every 8 corn stalks will produce a bushel of corn. How many bushels of corn will Bob harvest?",50
mmlu_social_science_00125_high_school_government_and_politics,social_science,choice,"The Supreme Court issued the opinion quoted below in its ruling on which of the following cases? ""We conclude that in the field of education the doctrine of 'separate but equal' has no place. Separate educational facilities are inherently unequal.""
A. Gideon v. Wainwright
B. Marbury v. Madison
C. Engel v. Vitale
D. Brown v. Board of Education of Topeka",D
mmlu_social_science_00014_sociology,social_science,choice,"Freud's notion of the 'ego' referred to:
A. the unconscious mass of instinctive drives that may be repressed
B. the self as a whole: an unstable mix of conscious and unconscious elements
C. the conscious part of the mind that regulates emotional drives on a practical, rational level
D. the neurotic part of the mind that longs for belonging and may suffer an inferiority complex",C
mmlu_humanities_00036_philosophy,humanities,choice,"Plato's suggestion that knowledge is innate or remembered as a result of being triggered by experience is in response to a paradox he sets up for himself.  The paradox, now referred to as Meno's Paradox, has to do with the question of:
A. how a person can remember anything about the realm of the Forms after the shock of being born into this world.
B. how knowledge of the Forms can ever be anything other than a generalization of experience.
C. how anyone can recognize the correct answer to a question without already knowing the answer.
D. how concepts bound to the realm of becoming have meaning only when associated with the realm of Being.",C
mmlu_social_science_00117_high_school_government_and_politics,social_science,choice,"Of the following, American federalism is most clearly exemplified by the
A. system of checks and balances among the three branches of the national government
B. process by which international treaties are completed
C. special constitutional status of Washington, D.C.
D. Tenth Amendment to the Constitution",D
gsm8k_00081,math,number,"Mr. Mitchell is buying pizzas for the soccer team. He buys one slice for every goal they scored on the season. A large pizza has 12 slices. If he bought 6 pizzas, and the team had 8 games, how many goals did they score per game on average?",9
mmlu_humanities_00095_world_religions,humanities,choice," In Jainism, what is the cycle that one must liberate oneself from?
A. Punya
B. Samsara
C. Samayika
D. Jiva",B
gsm8k_00110,math,number,"Henri has 8 hours to watch movies and read. He watches one movie that is 3.5 hours and one movie that is 1.5 hours. He then decides to read. If he can read 10 words a minute, how many words does he read before his free time is up?",1800
mmlu_humanities_00061_high_school_world_history,humanities,choice,"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
—Dennis Brutus, 1973
What event symbolized the end of South Africa's institutionalized discrimination?
A. The election of F. W. de Klerk
B. The election of Nelson Mandela
C. The bombing of Lesotho
D. The Boer War",B
